"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Unc45b",1.33225186485389e-24,0.257422792665835,0.497,0.493,3.7640111937717e-20,"Endothelial (Capillary)","Unc45b"
"Tuba1a",2.15094446728067e-24,0.276541982335127,0.569,0.576,6.07706340340808e-20,"Endothelial (Capillary)","Tuba1a"
"Ckm",7.99212634492712e-24,0.369010604771512,0.117,0.085,2.25801545623226e-19,"Endothelial (Capillary)","Ckm"
"Bicd2",1.03194200416011e-23,0.301059024092044,0.198,0.164,2.91554574435357e-19,"Endothelial (Capillary)","Bicd2"
"Rarg",1.0931851187335e-23,0.324554292967843,0.219,0.187,3.08857591595775e-19,"Endothelial (Capillary)","Rarg"
"Plgrkt",1.5976122927922e-23,0.302752729032204,0.21,0.177,4.5137340108258e-19,"Endothelial (Capillary)","Plgrkt"
"N4bp3",1.63146864512173e-23,0.285130514968936,0.292,0.261,4.60938836306244e-19,"Endothelial (Capillary)","N4bp3"
"Cyp2d22",1.65363882295524e-23,0.344993090927192,0.243,0.213,4.67202576649544e-19,"Endothelial (Capillary)","Cyp2d22"
"1110038F14Rik",7.72077704541905e-23,0.31398659389803,0.243,0.211,2.18135113864224e-18,"Endothelial (Capillary)","1110038F14Rik"
"Fcho2",2.51979659109576e-22,0.36523719031255,0.256,0.23,7.11918130882284e-18,"Endothelial (Capillary)","Fcho2"
"Tnnc2",6.84153246005663e-22,0.437668879691522,0.13,0.098,1.9329381659398e-17,"Endothelial (Capillary)","Tnnc2"
"Hspa12b",1.2470630115827e-21,0.276874446896239,0.374,0.353,3.52332712662461e-17,"Endothelial (Capillary)","Hspa12b"
"Wasl",1.27166015130249e-21,0.326280764087159,0.288,0.264,3.59282142547493e-17,"Endothelial (Capillary)","Wasl"
"Ptger4",1.70492735597662e-21,0.282940687362493,0.185,0.151,4.81693125884074e-17,"Endothelial (Capillary)","Ptger4"
"Fth1",2.79307530785666e-21,-0.354784808692274,0.954,0.973,7.89127566728742e-17,"Endothelial (Capillary)","Fth1"
"Myadm",4.31666764049982e-21,0.309707290061306,0.452,0.455,1.21958810847041e-16,"Endothelial (Capillary)","Myadm"
"Pea15a",6.42126242803228e-21,0.274824590624219,0.456,0.459,1.81419927379196e-16,"Endothelial (Capillary)","Pea15a"
"Mospd1",1.68543710177133e-20,0.300590525305324,0.192,0.161,4.76186544363454e-16,"Endothelial (Capillary)","Mospd1"
"Rftn1",5.82234726428071e-20,0.305391363442271,0.358,0.341,1.64498777257723e-15,"Endothelial (Capillary)","Rftn1"
"Tnnt3",2.06146637124249e-19,0.351340297921495,0.114,0.086,5.82426093867141e-15,"Endothelial (Capillary)","Tnnt3"
"Rnf130",2.51073839482062e-19,0.295978749158754,0.356,0.346,7.09358918688669e-15,"Endothelial (Capillary)","Rnf130"
"Plod1",2.6085636136975e-19,0.311007588799206,0.304,0.285,7.36997477777955e-15,"Endothelial (Capillary)","Plod1"
"Cyb5r1",3.07323518454729e-19,0.267410450067206,0.15,0.122,8.68281136690146e-15,"Endothelial (Capillary)","Cyb5r1"
"Tubb2a",3.76886241770866e-19,0.25996192131944,0.528,0.534,1.06481669887523e-14,"Endothelial (Capillary)","Tubb2a"
"Myo6",1.91976149225678e-18,0.306839960103903,0.197,0.171,5.42390214407307e-14,"Endothelial (Capillary)","Myo6"
"D4Wsu53e",4.44491090730304e-18,0.258700640272003,0.602,0.635,1.25582067864033e-13,"Endothelial (Capillary)","D4Wsu53e"
"Lamc1",1.02627697994153e-17,0.295079707058607,0.234,0.21,2.8995403514288e-13,"Endothelial (Capillary)","Lamc1"
"Jun",1.10984419420377e-17,0.329129518332345,0.793,0.826,3.13564280188392e-13,"Endothelial (Capillary)","Jun"
"Rasgrp3",1.64476381933785e-17,0.262091460395355,0.311,0.288,4.64695121877521e-13,"Endothelial (Capillary)","Rasgrp3"
"Ctbp1",2.23361324039972e-17,0.318481865705753,0.387,0.387,6.31062748810132e-13,"Endothelial (Capillary)","Ctbp1"
"Hspa2",3.18350488436768e-17,0.390394337246457,0.266,0.246,8.99435634980402e-13,"Endothelial (Capillary)","Hspa2"
"Fam84b",3.76316960428964e-17,0.251764270338908,0.137,0.111,1.06320830829995e-12,"Endothelial (Capillary)","Fam84b"
"Mef2a",7.98391164501898e-17,0.292433501557625,0.37,0.364,2.25569455706721e-12,"Endothelial (Capillary)","Mef2a"
"Slfn5",8.28961476389776e-17,0.285450981388768,0.455,0.45,2.34206485924404e-12,"Endothelial (Capillary)","Slfn5"
"Hras",8.7454628839003e-17,0.274849596159409,0.312,0.295,2.47085562858835e-12,"Endothelial (Capillary)","Hras"
"Fus",1.0306240878179e-16,0.256863622542732,0.65,0.694,2.91182223531192e-12,"Endothelial (Capillary)","Fus"
"Gm12216",2.1412654039784e-16,0.598480750262037,0.315,0.303,6.04971714586017e-12,"Endothelial (Capillary)","Gm12216"
"Lphn2",2.64206986981899e-16,0.281222435208367,0.241,0.218,7.46464000319959e-12,"Endothelial (Capillary)","Lphn2"
"Tjp1",6.3464971007817e-16,0.301797870975865,0.403,0.405,1.79307582588385e-11,"Endothelial (Capillary)","Tjp1"
"Tnni2",7.07917224997527e-16,0.298864938588685,0.1,0.075,2.00007853578551e-11,"Endothelial (Capillary)","Tnni2"
"Pcdh19",9.49495515111993e-16,0.291683581053002,0.182,0.157,2.68260967884591e-11,"Endothelial (Capillary)","Pcdh19"
"Arhgap29",1.0332593792998e-15,0.285145823937573,0.39,0.39,2.91926772433572e-11,"Endothelial (Capillary)","Arhgap29"
"Dysf",1.5895168071142e-15,0.283071460376613,0.24,0.218,4.49086183513976e-11,"Endothelial (Capillary)","Dysf"
"Rapgef3",1.88030351403722e-15,0.274975942430686,0.303,0.285,5.31242151820936e-11,"Endothelial (Capillary)","Rapgef3"
"Nbeal1",9.04469519270166e-15,0.304265349125027,0.291,0.276,2.555397732794e-10,"Endothelial (Capillary)","Nbeal1"
"Wnk1",9.20624922421163e-15,0.276125701282172,0.439,0.453,2.60104159331651e-10,"Endothelial (Capillary)","Wnk1"
"Myl1",2.23557571736145e-14,0.338300224666402,0.102,0.079,6.31617207426131e-10,"Endothelial (Capillary)","Myl1"
"Mapk12",2.33650917889459e-14,0.273326094258947,0.206,0.184,6.60133938313089e-10,"Endothelial (Capillary)","Mapk12"
"Mprip",2.45644397171145e-14,0.272448713691521,0.403,0.411,6.94019115327637e-10,"Endothelial (Capillary)","Mprip"
"Itga1",5.99191488407906e-14,0.273781305303776,0.274,0.254,1.69289571219886e-09,"Endothelial (Capillary)","Itga1"
"Stx3",1.10512362982683e-13,0.25393428074975,0.173,0.15,3.12230579134974e-09,"Endothelial (Capillary)","Stx3"
"Lmcd1",1.12799880930625e-13,0.257075573722567,0.39,0.388,3.18693503593296e-09,"Endothelial (Capillary)","Lmcd1"
"Bag5",1.16338404760977e-13,0.296427614822047,0.275,0.262,3.28690894971188e-09,"Endothelial (Capillary)","Bag5"
"Srsf2",2.08671643303867e-13,0.25480320219119,0.647,0.689,5.89559993826415e-09,"Endothelial (Capillary)","Srsf2"
"Gadd45a",2.12619150907761e-13,0.289337214456311,0.165,0.142,6.00712887059697e-09,"Endothelial (Capillary)","Gadd45a"
"Dnaja4",2.57339792760142e-13,0.267087925786096,0.163,0.14,7.2706211648523e-09,"Endothelial (Capillary)","Dnaja4"
"Eva1b",2.89565688629306e-13,0.265748968513569,0.34,0.332,8.18109940084377e-09,"Endothelial (Capillary)","Eva1b"
"Pdzd2",4.49374353742003e-13,0.293094071056538,0.209,0.19,1.26961736162728e-08,"Endothelial (Capillary)","Pdzd2"
"Etl4",8.61868805612795e-13,0.28051425604311,0.313,0.301,2.43503793649783e-08,"Endothelial (Capillary)","Etl4"
"Tax1bp3",1.64650542245643e-12,0.265744495153218,0.353,0.348,4.65187177006614e-08,"Endothelial (Capillary)","Tax1bp3"
"Prkch",6.01703687184668e-12,0.26182814145793,0.367,0.368,1.69999342740284e-07,"Endothelial (Capillary)","Prkch"
"Abi3",9.17304220534889e-12,0.260600508722906,0.216,0.197,2.59165961427722e-07,"Endothelial (Capillary)","Abi3"
"Ccnd1",4.22157251002192e-11,0.285629551014865,0.226,0.207,1.19272088125649e-06,"Endothelial (Capillary)","Ccnd1"
"Egr1",4.7803452942447e-11,0.25561357297729,0.643,0.651,1.35059095598295e-06,"Endothelial (Capillary)","Egr1"
"Gimap4",5.4610042384365e-11,0.277591886219696,0.342,0.341,1.54289752748546e-06,"Endothelial (Capillary)","Gimap4"
"mmu-mir-6236",5.50049662110368e-11,0.379913658310691,0.285,0.265,1.55405531036042e-06,"Endothelial (Capillary)","mmu-mir-6236"
"Prnp",8.57948924485369e-11,0.257034607685102,0.406,0.415,2.42396309634851e-06,"Endothelial (Capillary)","Prnp"
"Asap1",1.91510891208846e-10,0.263911725247895,0.265,0.254,5.41075720932352e-06,"Endothelial (Capillary)","Asap1"
"Tecpr1",9.46583392101911e-10,0.254632870093972,0.223,0.208,2.67438205770553e-05,"Endothelial (Capillary)","Tecpr1"
"Cuedc1",2.34163741925578e-09,0.257629500210161,0.213,0.199,6.61582820062337e-05,"Endothelial (Capillary)","Cuedc1"
"Mtdh",3.14157864145101e-09,0.262077289127796,0.405,0.42,8.87590213569153e-05,"Endothelial (Capillary)","Mtdh"
"Ecm2",7.97152528024004e-09,0.260228639881786,0.194,0.18,0.000225219503742622,"Endothelial (Capillary)","Ecm2"
"Sertad1",1.02012793054471e-08,0.33893533371818,0.499,0.537,0.000288216744216798,"Endothelial (Capillary)","Sertad1"
"Mylip",1.39022426535419e-08,0.278593461450421,0.308,0.306,0.00039278006169052,"Endothelial (Capillary)","Mylip"
"Rbm18",1.41383547452451e-08,0.28099423313318,0.286,0.281,0.000399450936617409,"Endothelial (Capillary)","Rbm18"
"Ppap2a",6.23659308400379e-08,0.271223545358506,0.452,0.476,0.00176202464402359,"Endothelial (Capillary)","Ppap2a"
"Cyba",1.62595467883837e-07,0.277531695968527,0.419,0.444,0.00459380975412205,"Endothelial (Capillary)","Cyba"
"Fbxo22",1.84116342727201e-07,0.254181274508536,0.261,0.255,0.0052018390310716,"Endothelial (Capillary)","Fbxo22"
"Herc1",1.14167897782142e-06,0.266619158580925,0.236,0.229,0.0322558561603885,"Endothelial (Capillary)","Herc1"
"Sema4c",2.39901297996639e-06,0.288537262803913,0.255,0.25,0.0677793137229905,"Endothelial (Capillary)","Sema4c"
"Ppp1r10",1.53654564555116e-05,0.308106670036216,0.315,0.32,0.43412024123757,"Endothelial (Capillary)","Ppp1r10"
"Hexim1",5.85313893092328e-05,0.328057747595107,0.288,0.293,1,"Endothelial (Capillary)","Hexim1"
"Pycard",0.00053741846527182,0.296909528478902,0.166,0.161,1,"Endothelial (Capillary)","Pycard"
"mt-Nd3",0.000613943062438056,0.312981357632123,0.587,0.62,1,"Endothelial (Capillary)","mt-Nd3"
"mt-Rnr1",0.00281893156690825,0.298489459861935,0.645,0.687,1,"Endothelial (Capillary)","mt-Rnr1"
"Fbln5.1",0,2.49808905189928,0.588,0.05,0,"Endothelial (Artery)","Fbln5"
"Clu.1",0,2.30607215944682,0.385,0.073,0,"Endothelial (Artery)","Clu"
"Stmn2.1",0,2.19817470515019,0.812,0.187,0,"Endothelial (Artery)","Stmn2"
"Rbp7.1",0,2.15484526776805,0.633,0.144,0,"Endothelial (Artery)","Rbp7"
"Sema3g.1",0,1.86250518142266,0.549,0.051,0,"Endothelial (Artery)","Sema3g"
"Gja4.1",0,1.76322894108047,0.382,0.02,0,"Endothelial (Artery)","Gja4"
"Edn1.1",0,1.74379485158958,0.421,0.075,0,"Endothelial (Artery)","Edn1"
"Cytl1.1",0,1.71328202318667,0.13,0.018,0,"Endothelial (Artery)","Cytl1"
"Glul.1",0,1.71066436773843,0.65,0.238,0,"Endothelial (Artery)","Glul"
"Alpl.1",0,1.68265011119021,0.643,0.122,0,"Endothelial (Artery)","Alpl"
"Igfbp4.1",0,1.66717461681932,0.406,0.084,0,"Endothelial (Artery)","Igfbp4"
"Bsg.1",0,1.66380567067361,0.841,0.589,0,"Endothelial (Artery)","Bsg"
"Igfbp3.1",0,1.54980394675378,0.599,0.232,0,"Endothelial (Artery)","Igfbp3"
"Hey1.1",0,1.52928114546777,0.488,0.078,0,"Endothelial (Artery)","Hey1"
"Fn1.1",0,1.41676878108383,0.403,0.049,0,"Endothelial (Artery)","Fn1"
"Col8a1.1",0,1.39354961708612,0.36,0.011,0,"Endothelial (Artery)","Col8a1"
"Tsc22d1.1",0,1.35787760823867,0.826,0.471,0,"Endothelial (Artery)","Tsc22d1"
"Cd24a.1",0,1.35066773778294,0.295,0.039,0,"Endothelial (Artery)","Cd24a"
"Igf2.1",0,1.287991070565,0.243,0.021,0,"Endothelial (Artery)","Igf2"
"Vegfc.1",0,1.18514244211162,0.341,0.051,0,"Endothelial (Artery)","Vegfc"
"Gkn3",0,1.14974349924183,0.129,0.001,0,"Endothelial (Artery)","Gkn3"
"Crip1.1",0,1.10529569018369,0.957,0.789,0,"Endothelial (Artery)","Crip1"
"Slc6a6.1",0,1.0910213155098,0.64,0.352,0,"Endothelial (Artery)","Slc6a6"
"Tm4sf1.1",0,1.07070783904949,0.987,0.859,0,"Endothelial (Artery)","Tm4sf1"
"S100a4.1",0,1.06435795041711,0.228,0.04,0,"Endothelial (Artery)","S100a4"
"Ifi27l2a.1",0,1.03396896002911,0.31,0.129,0,"Endothelial (Artery)","Ifi27l2a"
"Gja5.1",0,1.00424337812073,0.238,0.003,0,"Endothelial (Artery)","Gja5"
"St8sia6.1",0,1.00374858413716,0.328,0.031,0,"Endothelial (Artery)","St8sia6"
"Eps8l2.1",0,0.980874241772908,0.314,0.031,0,"Endothelial (Artery)","Eps8l2"
"Azin1.1",0,0.966395354302954,0.492,0.232,0,"Endothelial (Artery)","Azin1"
"Fbln2.1",0,0.956891205706167,0.778,0.465,0,"Endothelial (Artery)","Fbln2"
"Plscr1.1",0,0.948747489462964,0.41,0.151,0,"Endothelial (Artery)","Plscr1"
"Ace.1",0,0.933542632521862,0.433,0.163,0,"Endothelial (Artery)","Ace"
"8430408G22Rik.1",0,0.922418283006759,0.472,0.246,0,"Endothelial (Artery)","8430408G22Rik"
"Btnl9.1",0,0.906598918447326,0.347,0.086,0,"Endothelial (Artery)","Btnl9"
"Avpi1.1",0,0.893784252024613,0.29,0.109,0,"Endothelial (Artery)","Avpi1"
"Adamts1.1",0,0.87474168725139,0.663,0.446,0,"Endothelial (Artery)","Adamts1"
"Htra1.1",0,0.871872122276839,0.202,0.029,0,"Endothelial (Artery)","Htra1"
"Ltbp4.1",0,0.852880016384094,0.796,0.566,0,"Endothelial (Artery)","Ltbp4"
"Atp2a3.1",0,0.82569189742442,0.275,0.043,0,"Endothelial (Artery)","Atp2a3"
"Gprc5a.1",0,0.794588050495978,0.207,0.064,0,"Endothelial (Artery)","Gprc5a"
"Tm6sf1.1",0,0.784009330220473,0.436,0.161,0,"Endothelial (Artery)","Tm6sf1"
"Emp3.1",0,0.782854358489531,0.281,0.106,0,"Endothelial (Artery)","Emp3"
"Lrrc32.1",0,0.775473025344428,0.415,0.176,0,"Endothelial (Artery)","Lrrc32"
"Mecom.1",0,0.764481640917764,0.494,0.235,0,"Endothelial (Artery)","Mecom"
"Ptprr.1",0,0.75085577144981,0.323,0.106,0,"Endothelial (Artery)","Ptprr"
"Efnb2.1",0,0.749978576191617,0.474,0.217,0,"Endothelial (Artery)","Efnb2"
"Jag1.1",0,0.74305495736879,0.26,0.078,0,"Endothelial (Artery)","Jag1"
"Plat.1",0,0.740894016644408,0.307,0.096,0,"Endothelial (Artery)","Plat"
"Atp13a3.1",0,0.740623633071169,0.338,0.117,0,"Endothelial (Artery)","Atp13a3"
"Cst3.1",0,0.717790049568557,0.979,0.939,0,"Endothelial (Artery)","Cst3"
"Stc1.1",0,0.704859709947449,0.172,0.03,0,"Endothelial (Artery)","Stc1"
"St6galnac2.1",0,0.703852472601944,0.352,0.111,0,"Endothelial (Artery)","St6galnac2"
"Nepn.1",0,0.696798849678201,0.208,0.052,0,"Endothelial (Artery)","Nepn"
"Cdk19.1",0,0.695197736527385,0.259,0.066,0,"Endothelial (Artery)","Cdk19"
"Hs3st1.1",0,0.693278268358399,0.197,0.061,0,"Endothelial (Artery)","Hs3st1"
"Pmp22.1",0,0.687915164693517,0.34,0.145,0,"Endothelial (Artery)","Pmp22"
"Icam2.1",0,0.687443228984303,0.756,0.528,0,"Endothelial (Artery)","Icam2"
"Crispld1.1",0,0.682639784172428,0.223,0.024,0,"Endothelial (Artery)","Crispld1"
"Mpzl1.1",0,0.681916941859346,0.473,0.231,0,"Endothelial (Artery)","Mpzl1"
"Cmip.1",0,0.667751929230907,0.485,0.259,0,"Endothelial (Artery)","Cmip"
"Nebl",0,0.665131681688594,0.138,0.002,0,"Endothelial (Artery)","Nebl"
"Tgfb2.1",0,0.661211473497992,0.164,0.013,0,"Endothelial (Artery)","Tgfb2"
"Frmd4b.1",0,0.658663265728724,0.255,0.07,0,"Endothelial (Artery)","Frmd4b"
"Ccnd2.1",0,0.656106010614766,0.519,0.297,0,"Endothelial (Artery)","Ccnd2"
"Pdcd4.1",0,0.645043566968344,0.275,0.099,0,"Endothelial (Artery)","Pdcd4"
"Heg1.1",0,0.644907601660706,0.581,0.356,0,"Endothelial (Artery)","Heg1"
"Ucp2.1",0,0.641921373849927,0.391,0.169,0,"Endothelial (Artery)","Ucp2"
"Msx1.1",0,0.633496064777481,0.371,0.147,0,"Endothelial (Artery)","Msx1"
"Gper1",0,0.60530699875224,0.13,0.002,0,"Endothelial (Artery)","Gper1"
"Ebf1.1",0,0.603332144006164,0.687,0.463,0,"Endothelial (Artery)","Ebf1"
"Stom.1",0,0.601329136472285,0.297,0.125,0,"Endothelial (Artery)","Stom"
"Foxp1.1",0,0.595507511010658,0.504,0.282,0,"Endothelial (Artery)","Foxp1"
"Alox12.1",0,0.585803211545019,0.163,0.01,0,"Endothelial (Artery)","Alox12"
"Fstl1.1",0,0.583211553618757,0.329,0.142,0,"Endothelial (Artery)","Fstl1"
"Ldb2.1",0,0.574271063523337,0.36,0.164,0,"Endothelial (Artery)","Ldb2"
"Rgs3.1",0,0.559714274209709,0.492,0.269,0,"Endothelial (Artery)","Rgs3"
"Car7.1",0,0.548814200424552,0.212,0.049,0,"Endothelial (Artery)","Car7"
"Mcam.1",0,0.545530053639613,0.431,0.222,0,"Endothelial (Artery)","Mcam"
"Sox17",0,0.544708696338918,0.757,0.491,0,"Endothelial (Artery)","Sox17"
"Fam107a.1",0,0.541324382117389,0.126,0.015,0,"Endothelial (Artery)","Fam107a"
"Scgb3a1",0,0.539663393284461,0.137,0.027,0,"Endothelial (Artery)","Scgb3a1"
"Tpst1.1",0,0.535492086920889,0.335,0.148,0,"Endothelial (Artery)","Tpst1"
"Eogt.1",0,0.533695358935513,0.256,0.083,0,"Endothelial (Artery)","Eogt"
"Ssfa2.1",0,0.532318539342342,0.306,0.132,0,"Endothelial (Artery)","Ssfa2"
"Smad6.1",0,0.529074164820716,0.223,0.058,0,"Endothelial (Artery)","Smad6"
"Epas1",0,0.5283131449466,0.866,0.724,0,"Endothelial (Artery)","Epas1"
"Palld.1",0,0.524442786444743,0.16,0.021,0,"Endothelial (Artery)","Palld"
"Tmem100",0,0.523099866238241,0.114,0.006,0,"Endothelial (Artery)","Tmem100"
"Mgst1.1",0,0.521215142810981,0.191,0.047,0,"Endothelial (Artery)","Mgst1"
"Trpv4.1",0,0.517973935224305,0.153,0.023,0,"Endothelial (Artery)","Trpv4"
"Unc5b.1",0,0.515454531474463,0.295,0.121,0,"Endothelial (Artery)","Unc5b"
"Fgfr3.1",0,0.513473407400673,0.189,0.045,0,"Endothelial (Artery)","Fgfr3"
"Cystm1.1",0,0.499326576132044,0.155,0.029,0,"Endothelial (Artery)","Cystm1"
"Tmem178",0,0.48394706131386,0.134,0.005,0,"Endothelial (Artery)","Tmem178"
"Ankrd33b.1",0,0.481665918699721,0.231,0.082,0,"Endothelial (Artery)","Ankrd33b"
"Egfl8.1",0,0.466518797420135,0.133,0.022,0,"Endothelial (Artery)","Egfl8"
"Cx3cl1.1",0,0.465803911582104,0.19,0.059,0,"Endothelial (Artery)","Cx3cl1"
"Sorbs2.1",0,0.465743854916969,0.208,0.068,0,"Endothelial (Artery)","Sorbs2"
"Epha4.1",0,0.456170601803508,0.255,0.093,0,"Endothelial (Artery)","Epha4"
"Sdc1.1",0,0.455594990308287,0.108,0.019,0,"Endothelial (Artery)","Sdc1"
"Bmx",0,0.445862771428001,0.104,0.005,0,"Endothelial (Artery)","Bmx"
"Itpr3.1",0,0.436994313157875,0.2,0.06,0,"Endothelial (Artery)","Itpr3"
"Rgs10.1",0,0.42965059198248,0.137,0.017,0,"Endothelial (Artery)","Rgs10"
"Lrrc3b.1",0,0.428961286005457,0.151,0.029,0,"Endothelial (Artery)","Lrrc3b"
"Arl15.1",0,0.415167274204418,0.165,0.037,0,"Endothelial (Artery)","Arl15"
"Dusp26",0,0.414845711075293,0.112,0.005,0,"Endothelial (Artery)","Dusp26"
"Sipa1l2.1",0,0.414002335889523,0.185,0.052,0,"Endothelial (Artery)","Sipa1l2"
"Syt15.1",0,0.413155817544963,0.116,0.01,0,"Endothelial (Artery)","Syt15"
"Aif1l",0,0.402316394810655,0.104,0.004,0,"Endothelial (Artery)","Aif1l"
"Fads3.1",0,0.392746155037284,0.147,0.038,0,"Endothelial (Artery)","Fads3"
"Spock2.1",0,0.388052879973382,0.123,0.027,0,"Endothelial (Artery)","Spock2"
"Sulf1.1",0,0.375013239740133,0.12,0.02,0,"Endothelial (Artery)","Sulf1"
"Col5a2",0,0.364115836360485,0.106,0.02,0,"Endothelial (Artery)","Col5a2"
"Rnf152",0,0.352860670177095,0.11,0.012,0,"Endothelial (Artery)","Rnf152"
"Fez1.1",0,0.34963374342528,0.128,0.025,0,"Endothelial (Artery)","Fez1"
"Sh3kbp1",0,0.318868918675102,0.121,0.023,0,"Endothelial (Artery)","Sh3kbp1"
"Tmsb4x.1",0,-0.715950012498732,0.999,1,0,"Endothelial (Artery)","Tmsb4x"
"Ppp1r2.1",0,-0.732513768642368,0.754,0.86,0,"Endothelial (Artery)","Ppp1r2"
"Gng11.1",0,-0.805317917969385,0.834,0.919,0,"Endothelial (Artery)","Gng11"
"Gpihbp1.1",0,-0.805999511897005,0.716,0.887,0,"Endothelial (Artery)","Gpihbp1"
"Scarb1.1",0,-0.890832828226139,0.388,0.572,0,"Endothelial (Artery)","Scarb1"
"Pde2a.1",0,-0.920938396132156,0.205,0.43,0,"Endothelial (Artery)","Pde2a"
"Cyp4b1.1",0,-0.957696617241643,0.092,0.293,0,"Endothelial (Artery)","Cyp4b1"
"Gngt2.1",0,-1.00101890872813,0.31,0.559,0,"Endothelial (Artery)","Gngt2"
"Tshz2.1",0,-1.01376768708059,0.3,0.523,0,"Endothelial (Artery)","Tshz2"
"Lpl.1",0,-1.03472805707515,0.475,0.682,0,"Endothelial (Artery)","Lpl"
"Car4.1",0,-1.03817254373624,0.211,0.437,0,"Endothelial (Artery)","Car4"
"Ctla2a.1",0,-1.05846656696149,0.471,0.741,0,"Endothelial (Artery)","Ctla2a"
"Fmo2.1",0,-1.10814856718727,0.159,0.374,0,"Endothelial (Artery)","Fmo2"
"Tmsb10",0,-1.15425818921541,0.609,0.756,0,"Endothelial (Artery)","Tmsb10"
"Timp4.1",0,-1.18146230728889,0.47,0.635,0,"Endothelial (Artery)","Timp4"
"Trp53i11.1",0,-1.30066122222985,0.09,0.371,0,"Endothelial (Artery)","Trp53i11"
"Aplnr.1",0,-1.36769384806108,0.051,0.312,0,"Endothelial (Artery)","Aplnr"
"Aqp1.1",0,-3.11233920363926,0.404,0.952,0,"Endothelial (Artery)","Aqp1"
"Itm2b",4.04150419425303e-307,0.389310364919108,0.99,0.965,1.14184618000231e-302,"Endothelial (Artery)","Itm2b"
"Sept11.1",1.52368902297482e-306,0.493143731959095,0.271,0.111,4.30487859661075e-302,"Endothelial (Artery)","Sept11"
"Fbn1.1",9.93365042703419e-306,0.350196274215503,0.163,0.047,2.80655425514997e-301,"Endothelial (Artery)","Fbn1"
"Pik3r3.1",4.40411687790747e-304,0.423212969536906,0.233,0.086,1.2442951415152e-299,"Endothelial (Artery)","Pik3r3"
"Fam129b.1",1.92881070575982e-301,0.479911655858545,0.301,0.131,5.44946888698321e-297,"Endothelial (Artery)","Fam129b"
"Acvrl1.1",1.62163125542962e-300,0.554461784771044,0.647,0.422,4.58159478596532e-296,"Endothelial (Artery)","Acvrl1"
"Abr.1",2.88924443571526e-300,0.407780905916637,0.227,0.082,8.16298230422632e-296,"Endothelial (Artery)","Abr"
"C1qtnf9.1",1.04253029965864e-298,-0.67940048278723,0.634,0.752,2.94546085562555e-294,"Endothelial (Artery)","C1qtnf9"
"Cxcl9.1",3.81038610030065e-298,-1.33411158188895,0.044,0.224,1.07654838491794e-293,"Endothelial (Artery)","Cxcl9"
"Ly6a",1.66992279710822e-297,0.440600537663804,0.98,0.919,4.71803287866986e-293,"Endothelial (Artery)","Ly6a"
"Gcnt2.1",8.40082415480797e-294,0.499746574252505,0.358,0.17,2.3734848484579e-289,"Endothelial (Artery)","Gcnt2"
"Fmo1.1",2.46509052999508e-293,-0.924411290046543,0.224,0.416,6.96462027439509e-289,"Endothelial (Artery)","Fmo1"
"Fxyd5.1",2.67544971998221e-290,0.66223805353804,0.6,0.39,7.55894809386573e-286,"Endothelial (Artery)","Fxyd5"
"Amd1.1",6.33792843037016e-284,0.580869915261059,0.28,0.119,1.79065491943248e-279,"Endothelial (Artery)","Amd1"
"Ctsl.1",1.80666633589804e-283,-0.736600551710167,0.637,0.731,5.10437439881274e-279,"Endothelial (Artery)","Ctsl"
"Pdgfd.1",1.18653514696382e-282,0.508408780554307,0.335,0.156,3.35231775071689e-278,"Endothelial (Artery)","Pdgfd"
"4930506M07Rik",1.76068064794849e-282,0.29475438464661,0.114,0.025,4.97445103464887e-278,"Endothelial (Artery)","4930506M07Rik"
"Spint2.1",3.03000529917141e-280,0.45225859066229,0.275,0.115,8.56067397174898e-276,"Endothelial (Artery)","Spint2"
"Sdcbp2",3.03296767651648e-279,0.378206442781332,0.106,0.023,8.569043576462e-275,"Endothelial (Artery)","Sdcbp2"
"Emcn.1",7.37522941466625e-277,-0.609780948091965,0.645,0.754,2.08372356652565e-272,"Endothelial (Artery)","Emcn"
"Igfbp7.1",1.50449530331199e-276,-0.489726013231224,0.836,0.966,4.25065058044737e-272,"Endothelial (Artery)","Igfbp7"
"Hist1h2bc.1",7.91421333100731e-272,0.528925718139531,0.374,0.186,2.2360026924095e-267,"Endothelial (Artery)","Hist1h2bc"
"Aim1",1.96977481024435e-270,0.308706171716158,0.138,0.038,5.56520477138335e-266,"Endothelial (Artery)","Aim1"
"Cldn5",8.11955889870573e-265,0.448122324976321,0.874,0.699,2.29401897565133e-260,"Endothelial (Artery)","Cldn5"
"Mmrn2.1",4.1723099881121e-261,0.501629894196354,0.744,0.547,1.17880274094131e-256,"Endothelial (Artery)","Mmrn2"
"Mgp.1",8.0259543322593e-260,3.20953848120365,0.237,0.104,2.26757287749322e-255,"Endothelial (Artery)","Mgp"
"Tspan13.1",1.31853453981713e-259,-0.517504279507073,0.846,0.897,3.72525563534533e-255,"Endothelial (Artery)","Tspan13"
"Ifi47.1",1.08718493455531e-258,0.602874519796022,0.369,0.189,3.07162359559911e-254,"Endothelial (Artery)","Ifi47"
"Ezr.1",1.88935262997551e-254,0.359675448671294,0.131,0.036,5.3379879854698e-250,"Endothelial (Artery)","Ezr"
"Chd3",1.26917304906035e-252,0.357833251816474,0.184,0.065,3.58579461551019e-248,"Endothelial (Artery)","Chd3"
